35,0.058331,0.059666,0.056178,0.058314,0.056857,0.058714,0.755483,0.804268,0.787614,0.77317,0.761364,0.762936,85,95
49,0.048083,0.051206,0.048694,0.050979,0.050434,0.049747,0.62262,0.621721,0.623855,0.617797,0.625014,0.635335,84.998573,94.725204
79,0.047289,0.050825,0.048215,0.050837,0.05022,0.049597,0.614347,0.611701,0.618503,0.615897,0.617192,0.622393,85.029915,94.907066
109,0.047311,0.05076,0.04821,0.050667,0.050222,0.04966,0.608481,0.612677,0.611774,0.605115,0.612417,0.629592,85.061661,95.03949
139,0.046981,0.050582,0.048069,0.050671,0.050161,0.049455,0.608186,0.602772,0.607297,0.600991,0.608402,0.622006,85.117531,95.103081
169,0.046977,0.050703,0.047979,0.051001,0.050149,0.049338,0.602655,0.60073,0.602008,0.601761,0.607074,0.616785,85.072395,95.304588
199,0.046954,0.05066,0.047834,0.050855,0.050007,0.049535,0.597604,0.602629,0.601863,0.593401,0.601027,0.615507,85.050323,95.410072
229,0.047529,0.050722,0.048075,0.050922,0.04976,0.049177,0.599643,0.600046,0.598626,0.59913,0.59908,0.612749,85.053207,95.41362
259,0.047243,0.050652,0.047609,0.05075,0.050185,0.049455,0.593774,0.599623,0.597874,0.596082,0.59902,0.613272,85.026512,95.440804
289,0.047604,0.050428,0.047963,0.050545,0.050233,0.049559,0.594932,0.598495,0.594719,0.596169,0.604105,0.604997,85.00322,95.477409
319,0.04734,0.050579,0.047831,0.050777,0.050254,0.049386,0.592784,0.59451,0.592095,0.589327,0.597695,0.609229,84.986839,95.354942
496,0.047432,0.050982,0.048332,0.051057,0.050296,0.04994,0.601376,0.610494,0.605991,0.602846,0.605499,0.61941,84.933975,94.645226
526,0.047375,0.050625,0.047644,0.05083,0.050302,0.049657,0.599003,0.607338,0.602338,0.59541,0.602831,0.61167,84.987465,94.573708
556,0.046984,0.050683,0.047767,0.050841,0.049919,0.049421,0.598453,0.596232,0.597336,0.591632,0.595824,0.614937,85.035881,94.674309
586,0.047647,0.050551,0.047762,0.050776,0.05013,0.04943,0.593086,0.595053,0.594447,0.591568,0.597099,0.603315,85.057945,94.793709
616,0.046958,0.05068,0.048109,0.050662,0.049944,0.049768,0.59123,0.596646,0.590779,0.596229,0.594051,0.597445,85.055779,94.932259
646,0.047537,0.050608,0.048159,0.05075,0.050003,0.049303,0.590862,0.594949,0.586718,0.580897,0.595658,0.601766,85.060318,95.110596
676,0.047417,0.050679,0.048017,0.050705,0.049916,0.049413,0.593484,0.590831,0.587919,0.591653,0.590166,0.603017,85.0672,95.194084
706,0.047258,0.050419,0.048109,0.050381,0.050214,0.049413,0.586984,0.591308,0.585481,0.582499,0.587885,0.597095,85.04615,95.284676
736,0.047338,0.050636,0.047627,0.050615,0.049988,0.048974,0.586102,0.584811,0.584833,0.588992,0.590459,0.601795,85.045914,95.311356
766,0.047503,0.050446,0.047713,0.050529,0.0499,0.049453,0.588917,0.584894,0.585363,0.578814,0.587629,0.598826,85.030037,95.35231
942,0.047686,0.051011,0.048025,0.05081,0.050097,0.049797,0.600415,0.601128,0.600661,0.598416,0.600312,0.609909,84.91597,94.719872
973,0.047469,0.050534,0.048132,0.050722,0.049881,0.049546,0.593034,0.594624,0.597822,0.590026,0.595393,0.604107,84.980682,94.536163
1003,0.047023,0.05054,0.048049,0.05061,0.049855,0.049296,0.592784,0.598898,0.589705,0.588555,0.594987,0.606364,85.021202,94.619217
1033,0.047153,0.050584,0.047927,0.050402,0.049732,0.049336,0.591092,0.589375,0.589627,0.580523,0.59241,0.601601,85.036774,94.68972
1063,0.047005,0.050639,0.047787,0.050406,0.049827,0.049379,0.589471,0.597521,0.589718,0.583783,0.591433,0.605427,85.049782,94.891754
1093,0.047349,0.050446,0.047807,0.050525,0.049886,0.049675,0.584305,0.591389,0.585035,0.585042,0.589203,0.603271,85.046082,95.021042
1123,0.046856,0.050282,0.047729,0.05042,0.049857,0.04938,0.584542,0.596709,0.58291,0.584757,0.587389,0.597416,85.041275,95.100281
1153,0.047291,0.050302,0.047922,0.050365,0.049559,0.049786,0.585391,0.58569,0.581908,0.580245,0.585844,0.594279,85.046242,95.186844
1183,0.046893,0.050234,0.04741,0.05058,0.049837,0.049634,0.585033,0.585584,0.582017,0.575602,0.584333,0.604377,85.039124,95.226753
1213,0.046799,0.050307,0.047675,0.050457,0.049674,0.049363,0.586052,0.595453,0.581824,0.576771,0.585551,0.595925,85.030205,95.317474
