3059426,0.045964,0.049109,0.046692,0.049585,0.048655,0.048423,0.565165,0.58079,0.570561,0.568206,0.571873,0.584463,84.972733,94.253288
3059470,0.046433,0.049627,0.047596,0.049956,0.048762,0.049014,0.580701,0.598805,0.590673,0.579208,0.588245,0.602421,84.948486,94.670151
3059500,0.04554,0.049277,0.046942,0.049264,0.048751,0.04865,0.581684,0.588642,0.586759,0.578468,0.581658,0.597355,85.061852,94.789192
3059530,0.046242,0.049246,0.046535,0.049652,0.048734,0.048492,0.573964,0.587596,0.578511,0.571776,0.579966,0.594889,85.137932,94.569519
3059560,0.045594,0.049335,0.046629,0.049527,0.048671,0.048542,0.57549,0.581633,0.572643,0.574744,0.581236,0.591778,85.135864,94.532921
3059590,0.04562,0.049184,0.046721,0.049354,0.048756,0.048654,0.573628,0.584661,0.575486,0.567086,0.576594,0.592646,85.135117,94.401833
3059620,0.046108,0.049132,0.046492,0.049727,0.048985,0.048686,0.570004,0.579699,0.573656,0.567885,0.578616,0.590681,85.095108,94.343147
3059650,0.046335,0.049212,0.046771,0.049449,0.048706,0.048879,0.571202,0.583562,0.57278,0.572626,0.577187,0.587207,85.048683,94.140099
3059680,0.045863,0.049306,0.046797,0.049665,0.048813,0.04855,0.567257,0.580249,0.573061,0.565639,0.576576,0.590954,84.993118,94.241875
3059710,0.0459,0.049304,0.046745,0.049416,0.048656,0.048717,0.570346,0.580216,0.573168,0.566041,0.577574,0.585273,84.963387,94.195984
3059740,0.045752,0.049245,0.046843,0.049419,0.048833,0.048689,0.567995,0.581037,0.571182,0.564349,0.575375,0.587524,84.909218,94.222351
3059917,0.046383,0.0496,0.04704,0.04976,0.048712,0.048845,0.583721,0.598456,0.587614,0.584269,0.585202,0.601184,84.954964,94.712029
3059947,0.046196,0.049325,0.047271,0.049653,0.048679,0.048597,0.585633,0.577677,0.580261,0.57421,0.584091,0.594507,85.081085,94.872421
3059977,0.045805,0.049109,0.046675,0.049452,0.048867,0.048892,0.571622,0.59246,0.57993,0.569656,0.577909,0.593234,85.091454,94.622917
3060007,0.045867,0.049138,0.047141,0.049343,0.048648,0.048737,0.574186,0.58796,0.577546,0.569284,0.576064,0.585222,85.160019,94.584778
3060037,0.046042,0.049126,0.046532,0.049293,0.049097,0.048577,0.573613,0.579046,0.570004,0.569664,0.577971,0.586894,85.160492,94.417145
3060067,0.045854,0.049217,0.047081,0.049575,0.048902,0.04866,0.575851,0.576291,0.571678,0.56996,0.573993,0.589828,85.129906,94.277267
3060097,0.046052,0.049269,0.047245,0.049452,0.048798,0.048598,0.571859,0.58401,0.574344,0.567176,0.574337,0.594563,85.023033,94.015442
3060127,0.046325,0.049154,0.04678,0.049645,0.049006,0.048474,0.57099,0.591157,0.570274,0.568129,0.576054,0.587205,84.955711,94.14267
3060157,0.046005,0.049149,0.047064,0.049509,0.048872,0.048706,0.568533,0.582633,0.569112,0.568051,0.574545,0.589824,84.91378,94.17733
3060187,0.045964,0.049178,0.046712,0.049891,0.048636,0.048683,0.573077,0.577529,0.567882,0.565288,0.575371,0.589147,84.920952,94.311249
3060364,0.046652,0.049593,0.046962,0.049799,0.048768,0.048938,0.586956,0.590754,0.585334,0.578769,0.588806,0.601435,84.969444,94.558678
